rebellion_NOUN	восстание_NOUN
situation_NOUN	ситуация_NOUN
belief_NOUN	убеждение_NOUN
axis_NOUN	ось_NOUN
fifth_NOUN	пятый_NOUN
evidence_NOUN	улика_NOUN
various_ADJ	различный_ADJ
restoration_NOUN	восстановление_NOUN
cuba_NOUN	кубо_NOUN
allegation_NOUN	утверждение_NOUN
potential_NOUN	потенциальный_NOUN
vincent_NOUN	винсенть_NOUN
dual_ADJ	двойной_ADJ
price_NOUN	цена_NOUN
expand_VERB	расширять_VERB
bird_NOUN	птичка_NOUN
device_NOUN	устройство_NOUN
ball_NOUN	мяч_NOUN
trail_NOUN	след_NOUN
work_VERB	срабатывать_VERB
care_NOUN	забота_NOUN
touch_NOUN	прикосновение_NOUN
guidance_NOUN	руководство_NOUN
interest_NOUN	процент_NOUN
historic_ADJ	исторический_ADJ
prefecture_NOUN	префектура_NOUN
game_NOUN	игра_NOUN
gross_ADJ	валовой_ADJ
asia_NOUN	азия_NOUN
report_NOUN	отчет_NOUN
tag_NOUN	метка_NOUN
end_NOUN	конец_NOUN
poem_NOUN	стихотворение_NOUN
accessible_ADJ	доступный_ADJ
unsuccessful_ADJ	безуспешный_ADJ
knowledge_NOUN	знание_NOUN
dry_NOUN	сухой_NOUN
gray_NOUN	серый_NOUN
fox_NOUN	лиса_NOUN
return_NOUN	возвращение_NOUN
alliance_NOUN	альянс_NOUN
need_VERB	требоваться_VERB
albania_NOUN	албание_NOUN
impact_NOUN	результативность_NOUN
roster_NOUN	реестр_NOUN
adult_NOUN	взрослый_NOUN
creek_NOUN	крик_NOUN
tunnel_NOUN	тоннель_NOUN
construction_NOUN	строительство_NOUN
solomon_NOUN	оломоть_NOUN
speak_VERB	выступать_VERB
ukraine_NOUN	украин_NOUN
lgbt_NOUN	лгбть_NOUN
catherine_NOUN	екатерина_NOUN
display_VERB	показывать_VERB
title_VERB	озаглавливать_VERB
catherine_NOUN	катрин_NOUN
attack_VERB	атаковать_VERB
egg_NOUN	яйцо_NOUN
jamaican_NOUN	ямайки_NOUN
baronet_NOUN	барогать_NOUN
anonymous_ADJ	анонимный_ADJ
reduction_NOUN	сокращение_NOUN
heavy_ADJ	тяжелый_ADJ
galaxy_NOUN	галактика_NOUN
touring_NOUN	гастроль_NOUN
often_ADV	нередко_ADV
root_NOUN	корень_NOUN
deny_VERB	отклонить_VERB
olympic_ADJ	олимпийский_ADJ
military_ADJ	военный_ADJ
establishment_NOUN	заведение_NOUN
survive_VERB	переживать_VERB
suggestion_NOUN	предложение_NOUN
submit_VERB	представлять_VERB
mouse_NOUN	мышка_NOUN
draft_NOUN	черновик_NOUN
death_NOUN	смерть_NOUN
mix_NOUN	микс_NOUN
factor_NOUN	фактор_NOUN
coast_NOUN	берег_NOUN
case_NOUN	случай_NOUN
enterprise_NOUN	предприятие_NOUN
between_ADP	между_ADP
harbour_NOUN	харбор_NOUN
picture_NOUN	фотка_NOUN
wear_VERB	носить_VERB
replace_VERB	заменять_VERB
doctrine_NOUN	доктрина_NOUN
rebel_NOUN	мятежник_NOUN
wood_NOUN	дрова_NOUN
peter_NOUN	петр_NOUN
bombing_NOUN	бомбардировка_NOUN
yellow_ADJ	желтый_ADJ
guinea_NOUN	гвиней_NOUN
hidden_VERB	скрывать_VERB
program_NOUN	программа_NOUN
far_ADV	далеко_ADV
fauna_NOUN	фауна_NOUN
rest_VERB	отдохнуть_VERB
celebrity_NOUN	знаменитость_NOUN
corner_NOUN	угол_NOUN
devon_NOUN	девон_NOUN
attendance_NOUN	присутствие_NOUN
move_VERB	переезжать_VERB
han_NOUN	ганс_NOUN
hat_NOUN	шляпа_NOUN
publisher_NOUN	издательство_NOUN
chorus_NOUN	хор_NOUN
friendship_NOUN	дружба_NOUN
militia_NOUN	милиция_NOUN
conventional_ADJ	обычный_ADJ
domain_NOUN	домна_NOUN
mary_NOUN	мария_NOUN
day_NOUN	день_NOUN
india_NOUN	индия_NOUN
evan_NOUN	эванс_NOUN
stop_VERB	прекращать_VERB
eagle_NOUN	орел_NOUN
washington_NOUN	вашингтон_NOUN
occupy_VERB	оккупировать_VERB
obtain_VERB	получать_VERB
flight_NOUN	перелет_NOUN
say_VERB	говорить_VERB
demolish_VERB	разрушать_VERB
respect_NOUN	уважение_NOUN
new_ADJ	новый_ADJ
increase_NOUN	увеличение_NOUN
view_NOUN	мнение_NOUN
victoria_NOUN	виктория_NOUN
content_NOUN	содержание_NOUN
ignore_VERB	игнорировать_VERB
diplomatic_ADJ	дипломатическая_ADJ
chase_NOUN	погоня_NOUN
novelist_NOUN	писатель_NOUN
explanation_NOUN	пояснение_NOUN
propaganda_NOUN	пропаганда_NOUN
internet_NOUN	интернет_NOUN
murphy_NOUN	мерфь_NOUN
medical_ADJ	медицинский_ADJ
venezuela_NOUN	венесуэл_NOUN
accuracy_NOUN	точность_NOUN
matt_NOUN	мэть_NOUN
title_NOUN	название_NOUN
anne_NOUN	анна_NOUN
concentration_NOUN	сосредоточение_NOUN
help_VERB	помогать_VERB
congregation_NOUN	конгрегация_NOUN
power_NOUN	сила_NOUN
bird_NOUN	птица_NOUN
characterize_VERB	характеризовать_VERB
serial_ADJ	последовательный_ADJ
industry_NOUN	промышленность_NOUN
disney_NOUN	дисня_NOUN
training_NOUN	обучение_NOUN
before_ADV	прежде_ADV
bridge_NOUN	мостик_NOUN
note_VERB	отмечать_VERB
property_NOUN	собственность_NOUN
garrison_NOUN	гаррисон_NOUN
era_NOUN	эра_NOUN
summer_NOUN	саммерый_NOUN
hit_VERB	ударять_VERB
loss_NOUN	потеря_NOUN
lawrence_NOUN	лоуренс_NOUN
metre_NOUN	метр_NOUN
gary_NOUN	гэри_NOUN
india_NOUN	индий_NOUN
beach_NOUN	бич_NOUN
interested_ADJ	заинтересованный_ADJ
collect_VERB	собирать_VERB
merger_NOUN	слияние_NOUN
flag_NOUN	флажок_NOUN
suitable_ADJ	подходить_ADJ
gregory_NOUN	григорий_NOUN
review_NOUN	отзыв_NOUN
press_NOUN	пресса_NOUN
permanent_ADJ	постоянный_ADJ
durham_NOUN	даирать_NOUN
component_NOUN	компонент_NOUN
immediately_ADV	немедленно_ADV
prepared_VERB	подготавливать_VERB
inhabitant_NOUN	обитатель_NOUN
prisoner_NOUN	заключенный_NOUN
safe_ADJ	безопасный_ADJ
ill_ADJ	больной_ADJ
favor_NOUN	услуга_NOUN
grandson_NOUN	внук_NOUN
citizenship_NOUN	гражданство_NOUN
chair_NOUN	кресло_NOUN
simpson_NOUN	импсоть_NOUN
suggest_VERB	предлагать_VERB
ball_NOUN	шар_NOUN
administration_NOUN	администрация_NOUN
mercury_NOUN	ртуть_NOUN
motion_NOUN	ходатайство_NOUN
deck_NOUN	палуба_NOUN
grant_NOUN	грант_NOUN
payment_NOUN	выплата_NOUN
turkey_NOUN	индейка_NOUN
archbishop_NOUN	архиепископ_NOUN
skill_NOUN	навык_NOUN
disease_NOUN	заболевание_NOUN
event_NOUN	событие_NOUN
honorary_ADJ	почетный_ADJ
capable_ADJ	способный_ADJ
herbert_NOUN	герберт_NOUN
lady_NOUN	леди_NOUN
cole_NOUN	коул_NOUN
photographer_NOUN	фотограф_NOUN
rebound_NOUN	подбор_NOUN
almost_ADV	практически_ADV
rider_NOUN	всадник_NOUN
review_NOUN	рассмотрение_NOUN
aerial_ADJ	воздушный_ADJ
easy_ADJ	легкий_ADJ
governor_NOUN	губернатор_NOUN
guard_NOUN	охранник_NOUN
main_ADJ	основной_ADJ
debt_NOUN	задолженность_NOUN
multiple_ADJ	множественный_ADJ
enter_VERB	вступать_VERB
destroy_VERB	разрушать_VERB
romania_NOUN	румыние_NOUN
rear_ADJ	задний_ADJ
johnny_NOUN	джоннь_NOUN
layer_NOUN	слой_NOUN
finishing_NOUN	окончание_NOUN
taste_NOUN	вкус_NOUN
normally_ADV	обычно_ADV
monitoring_NOUN	наблюдение_NOUN
coup_NOUN	переворот_NOUN
value_NOUN	величина_NOUN
precede_VERB	предшествовать_VERB
farming_NOUN	земледелие_NOUN
removal_NOUN	удаление_NOUN
defender_NOUN	защитник_NOUN
milk_NOUN	молоко_NOUN
societie_NOUN	общество_NOUN
wish_VERB	желать_VERB
spencer_NOUN	спенсер_NOUN
appropriate_ADJ	соответствующий_ADJ
chief_NOUN	начальник_NOUN
tourist_NOUN	турист_NOUN
gabriel_NOUN	габриэль_NOUN
delivery_NOUN	доставка_NOUN
window_NOUN	окно_NOUN
earn_NOUN	заработок_NOUN
right_ADV	вправо_ADV
facility_NOUN	объект_NOUN
environmental_ADJ	экологический_ADJ
county_NOUN	графств_NOUN
morning_NOUN	утро_NOUN
pupil_NOUN	ученик_NOUN
eliminate_VERB	устранить_VERB
jefferson_NOUN	джефферсона_NOUN
probably_ADV	вероятно_ADV
king_NOUN	царь_NOUN
put_VERB	ставить_VERB
maybe_ADV	возможный_ADV
twice_ADV	дважды_ADV
extend_VERB	расширить_VERB
angle_NOUN	угол_NOUN
subsequent_ADJ	последующий_ADJ
manage_VERB	управлять_VERB
bull_NOUN	бык_NOUN
square_NOUN	квадрат_NOUN
trust_NOUN	доверие_NOUN
recurr_VERB	повторяться_VERB
independently_ADV	самостоятельно_ADV
keith_NOUN	кит_NOUN
attend_VERB	присутствовать_VERB
defense_NOUN	защита_NOUN
researcher_NOUN	исследователь_NOUN
concept_NOUN	понятие_NOUN
car_NOUN	вагон_NOUN
domestic_ADJ	внутренний_ADJ
rating_NOUN	рейтинг_NOUN
aviation_NOUN	авиация_NOUN
william_NOUN	уильямс_NOUN
benefit_NOUN	льгота_NOUN
burn_NOUN	бернс_NOUN
adam_NOUN	адамс_NOUN
request_NOUN	запрос_NOUN
concentration_NOUN	концентрация_NOUN
min_NOUN	минута_NOUN
ballet_NOUN	балет_NOUN
professor_NOUN	преподаватель_NOUN
grant_VERB	предоставлять_VERB
thick_ADJ	толстый_ADJ
vote_NOUN	голос_NOUN
integration_NOUN	интеграция_NOUN
philosophical_ADJ	философский_ADJ
penalty_NOUN	наказание_NOUN
foundation_NOUN	основа_NOUN
nine_NUM	девять_NUM
famous_ADJ	известный_ADJ
remember_VERB	помнить_VERB
remainder_NOUN	остаток_NOUN
desk_NOUN	стол_NOUN
player_NOUN	проигрыватель_NOUN
wrong_ADJ	неверно_ADJ
river_NOUN	река_NOUN
casualty_NOUN	потеря_NOUN
cover_NOUN	покрытие_NOUN
core_NOUN	ядро_NOUN
print_NOUN	печать_NOUN
plastic_ADJ	пластиковый_ADJ
power_NOUN	власть_NOUN
testament_NOUN	завещание_NOUN
group_NOUN	группа_NOUN
trading_NOUN	торговля_NOUN
mad_ADJ	безумная_ADJ
entry_NOUN	въезд_NOUN
bury_VERB	хоронить_VERB
control_VERB	контролировать_VERB
addition_NOUN	дополнение_NOUN
bone_NOUN	кость_NOUN
venice_NOUN	венеция_NOUN
animation_NOUN	анимация_NOUN
charity_NOUN	благотворительность_NOUN
fellowship_NOUN	стипендия_NOUN
universal_ADJ	универсальный_ADJ
revival_NOUN	оживление_NOUN
manuscript_NOUN	рукопись_NOUN
cup_NOUN	чаша_NOUN
standard_NOUN	стандарт_NOUN
minister_NOUN	министр_NOUN
residential_ADJ	жилой_ADJ
competitive_ADJ	конкурсный_ADJ
arrangement_NOUN	договоренность_NOUN
november_NOUN	ноябрь_NOUN
cambridge_NOUN	кембридж_NOUN
newport_NOUN	ньюпорт_NOUN
medal_NOUN	медаль_NOUN
rationale_NOUN	обоснование_NOUN
advisory_ADJ	консультативный_ADJ
directory_NOUN	папка_NOUN
definitely_ADV	однозначно_ADV
advanced_ADJ	передовой_ADJ
recognition_NOUN	признание_NOUN
adaptation_NOUN	адаптация_NOUN
peter_NOUN	пётр_NOUN
coverage_NOUN	охват_NOUN
june_NOUN	июнь_NOUN
transportation_NOUN	транспортировка_NOUN
hunt_NOUN	ханть_NOUN
many_ADJ	многие_ADJ
officially_ADV	официально_ADV
theatre_NOUN	театр_NOUN
monthly_ADJ	месячный_ADJ
sugar_NOUN	сахар_NOUN
transportation_NOUN	транспорт_NOUN
teaching_NOUN	обучение_NOUN
wood_NOUN	древесина_NOUN
wine_NOUN	вино_NOUN
quote_VERB	процитировать_VERB
atomic_ADJ	атомный_ADJ
detail_NOUN	деталь_NOUN
fashion_NOUN	модный_NOUN
fighting_NOUN	бой_NOUN
mr_NOUN	миссис_NOUN
praise_VERB	хвалить_VERB
moscow_NOUN	москво_NOUN
truth_NOUN	истина_NOUN
provincial_ADJ	провинциальный_ADJ
check_VERB	проверять_VERB
name_VERB	называть_VERB
task_NOUN	задание_NOUN
society_NOUN	общество_NOUN
not_PART	не_PART
people_NOUN	человек_NOUN
image_NOUN	изображение_NOUN
philippine_NOUN	филиппин_NOUN
colombia_NOUN	колумбие_NOUN
attitude_NOUN	отношение_NOUN
lawyer_NOUN	юрист_NOUN
newton_NOUN	ньютон_NOUN
equivalent_ADJ	эквивалентный_ADJ
timber_NOUN	древесина_NOUN
think_VERB	думать_VERB
away_ADV	далеко_ADV
canadian_ADJ	канадский_ADJ
training_NOUN	подготовка_NOUN
heat_NOUN	тепло_NOUN
battery_NOUN	аккумулятор_NOUN
creator_NOUN	творец_NOUN
patient_NOUN	пациент_NOUN
frequency_NOUN	частотность_NOUN
pioneer_NOUN	пионер_NOUN
scope_NOUN	охват_NOUN
edward_NOUN	эдвардс_NOUN
eagles_NOUN	орел_NOUN
french_ADJ	французский_ADJ
resolution_NOUN	резолюция_NOUN
able_ADJ	способный_ADJ
object_NOUN	объект_NOUN
evil_NOUN	зло_NOUN
call_NOUN	вызов_NOUN
transmission_NOUN	передача_NOUN
warsaw_NOUN	варшава_NOUN
excellence_NOUN	совершенство_NOUN
criminal_ADJ	преступный_ADJ
feature_VERB	избирать_VERB
conversation_NOUN	беседа_NOUN
cinema_NOUN	кино_NOUN
hip_NOUN	хип_NOUN
belong_VERB	принадлежать_VERB
fourth_NOUN	четвертый_NOUN
circumstance_NOUN	обстоятельство_NOUN
smaller_ADJ	мало_ADJ
typically_ADV	обычно_ADV
ways_NOUN	путь_NOUN
beat_VERB	побеждать_VERB
feature_VERB	выделять_VERB
delta_NOUN	дельта_NOUN
campaign_NOUN	кампания_NOUN
post_VERB	разместить_VERB
wall_NOUN	стена_NOUN
sell_VERB	продавать_VERB
edge_NOUN	край_NOUN
hampshire_NOUN	хэмпшир_NOUN
conversion_NOUN	конверсия_NOUN
recovery_NOUN	восстановление_NOUN
optional_ADJ	факультативный_ADJ
literature_NOUN	литература_NOUN
tape_NOUN	лента_NOUN
irish_ADJ	ирландский_ADJ
hong_NOUN	хун_NOUN
theme_NOUN	тема_NOUN
delete_VERB	удалять_VERB
pass_NOUN	пас_NOUN
attack_NOUN	нападки_NOUN
charge_VERB	взимать_VERB
brick_NOUN	брика_NOUN
florence_NOUN	флоренция_NOUN
victory_NOUN	победа_NOUN
preserve_VERB	сохранять_VERB
leave_VERB	уходить_VERB
sale_NOUN	распродажа_NOUN
voice_VERB	выражать_VERB
brother_NOUN	брат_NOUN
brook_NOUN	брукс_NOUN
dennis_NOUN	дэннис_NOUN
sir_NOUN	сэр_NOUN
roman_NOUN	роман_NOUN
celebration_NOUN	празднование_NOUN
congress_NOUN	съезд_NOUN
disorder_NOUN	расстройство_NOUN
risk_NOUN	риск_NOUN
believe_VERB	верить_VERB
try_VERB	пытаться_VERB
choir_NOUN	хор_NOUN
national_ADJ	национальный_ADJ
chance_NOUN	шанс_NOUN
vehicle_NOUN	автомобиль_NOUN
flower_NOUN	цветочек_NOUN
equation_NOUN	уравнение_NOUN
variety_NOUN	разнообразие_NOUN
mines_NOUN	мина_NOUN
commander_NOUN	коммандер_NOUN
legal_ADJ	правовой_ADJ
block_VERB	блокировать_VERB
barbara_NOUN	барбара_NOUN
half_NOUN	половина_NOUN
plot_NOUN	сюжет_NOUN
radical_ADJ	радикальный_ADJ
audience_NOUN	аудитория_NOUN
atmosphere_NOUN	атмосфера_NOUN
winter_NOUN	винтер_NOUN
metal_NOUN	метать_NOUN
capacity_NOUN	способность_NOUN
stuff_NOUN	вещь_NOUN
critic_NOUN	критика_NOUN
command_NOUN	команда_NOUN
column_NOUN	колонка_NOUN
count_NOUN	граф_NOUN
baron_NOUN	барон_NOUN
prince_NOUN	князь_NOUN
junior_ADJ	младший_ADJ
benefit_NOUN	выгода_NOUN
pupil_NOUN	зрачок_NOUN
warrant_NOUN	ордер_NOUN
pain_NOUN	боль_NOUN
hospital_NOUN	больница_NOUN
field_NOUN	поле_NOUN
walker_NOUN	уолкер_NOUN
derby_NOUN	дерби_NOUN
ronald_NOUN	рональд_NOUN
mix_VERB	смешанный_VERB
chapter_NOUN	глава_NOUN
religion_NOUN	религия_NOUN
election_NOUN	избрание_NOUN
dave_NOUN	дэйв_NOUN
rifle_NOUN	винтовка_NOUN
protest_NOUN	протест_NOUN
problem_NOUN	проблема_NOUN
seattle_NOUN	сиэтл_NOUN
income_NOUN	доход_NOUN
nature_NOUN	природа_NOUN
attraction_NOUN	достопримечательность_NOUN
queen_NOUN	куин_NOUN
purchase_NOUN	покупка_NOUN
audio_NOUN	аудио_NOUN
caribbean_ADJ	карибской_ADJ
commerce_NOUN	торговля_NOUN
childhood_NOUN	детство_NOUN
commissioner_NOUN	уполномоченный_NOUN
block_NOUN	блок_NOUN
philip_NOUN	филлип_NOUN
geographical_ADJ	географический_ADJ
bath_NOUN	бить_NOUN
ban_NOUN	бывать_NOUN
partner_NOUN	партнер_NOUN
break_VERB	ломаться_VERB
function_NOUN	функция_NOUN
argument_NOUN	аргумент_NOUN
maria_NOUN	мария_NOUN
harbour_NOUN	гавань_NOUN
understand_VERB	понимать_VERB
article_NOUN	статья_NOUN
field_NOUN	филд_NOUN
item_NOUN	предмет_NOUN
album_NOUN	альбом_NOUN
effect_NOUN	последствие_NOUN
skin_NOUN	кожа_NOUN
phoenix_NOUN	феникс_NOUN
phase_NOUN	стадия_NOUN
son_NOUN	сын_NOUN
authority_NOUN	авторитет_NOUN
lead_NOUN	свинец_NOUN
rating_NOUN	оценка_NOUN
agricultural_ADJ	сельскохозяйственный_ADJ
participate_VERB	участвовать_VERB
bibliography_NOUN	библиография_NOUN
anniversary_NOUN	юбилей_NOUN
foreign_ADJ	иностранный_ADJ
remote_ADJ	дистанционный_ADJ
leave_VERB	оставаться_VERB
later_ADV	поздно_ADV
follow_VERB	следовать_VERB
taylor_NOUN	тейлор_NOUN
storage_NOUN	хранение_NOUN
suspect_VERB	подозревать_VERB
mad_ADJ	бешеный_ADJ
part_NOUN	часть_NOUN
concern_NOUN	обеспокоенность_NOUN
achievement_NOUN	достижение_NOUN
denver_NOUN	денвер_NOUN
otherwise_ADV	иначе_ADV
partially_ADV	отчасти_ADV
state_VERB	заявлять_VERB
uncle_NOUN	дядюшка_NOUN
cylinder_NOUN	баллон_NOUN
theater_NOUN	кинотеатр_NOUN
winter_NOUN	зима_NOUN
girl_NOUN	девчонка_NOUN
identical_ADJ	одинаковый_ADJ
switch_NOUN	переключатель_NOUN
dome_NOUN	купол_NOUN
branch_NOUN	отрасль_NOUN
jan_NOUN	янин_NOUN
illness_NOUN	болезнь_NOUN
assistant_NOUN	помощник_NOUN
contemporary_ADJ	современный_ADJ
script_NOUN	сценарий_NOUN
steve_NOUN	стив_NOUN
primary_ADJ	первичный_ADJ
russia_NOUN	россие_NOUN
solomon_NOUN	соломон_NOUN
bronze_NOUN	бронза_NOUN
yale_NOUN	йель_NOUN
friendly_ADJ	дружеский_ADJ
makeup_NOUN	косметика_NOUN
missionary_NOUN	миссионер_NOUN
disease_NOUN	болезнь_NOUN
murder_NOUN	убийство_NOUN
plot_NOUN	участок_NOUN
promotion_NOUN	продвижение_NOUN
mining_NOUN	добыча_NOUN
nearby_ADV	рядом_ADV
baseball_NOUN	бейсбол_NOUN
totally_ADV	абсолютно_ADV
value_NOUN	ценность_NOUN
inch_NOUN	дюйм_NOUN
object_NOUN	предмет_NOUN
fellowship_NOUN	братство_NOUN
above_ADV	высоко_ADV
hall_NOUN	зал_NOUN
catholic_ADJ	католический_ADJ
incident_NOUN	инцидент_NOUN
classic_ADJ	классический_ADJ
creator_NOUN	создатель_NOUN
crowd_NOUN	толпа_NOUN
report_VERB	сообщать_VERB
visitor_NOUN	посетитель_NOUN
charge_NOUN	обвинение_NOUN
challenge_NOUN	задача_NOUN
read_VERB	читать_VERB
contribution_NOUN	взнос_NOUN
give_VERB	учитывать_VERB
doubles_NOUN	двойник_NOUN
rhythm_NOUN	ритм_NOUN
malta_NOUN	мальта_NOUN
letter_NOUN	письмо_NOUN
nearby_ADV	неподалеку_ADV
centre_NOUN	центр_NOUN
location_NOUN	расположение_NOUN
activist_NOUN	активист_NOUN
wood_NOUN	вуд_NOUN
company_NOUN	рота_NOUN
platform_NOUN	платформа_NOUN
marie_NOUN	мари_NOUN
lebanon_NOUN	ливать_NOUN
pitcher_NOUN	питчер_NOUN
hurricane_NOUN	ураган_NOUN
response_NOUN	ответ_NOUN
motor_NOUN	мотор_NOUN
syrian_ADJ	сирийский_ADJ
negative_ADJ	негативный_ADJ
completely_ADV	совершенно_ADV
mines_NOUN	минута_NOUN
certificate_NOUN	справка_NOUN
restore_VERB	восстанавливать_VERB
wolf_NOUN	волк_NOUN
voyage_NOUN	рейс_NOUN
bird_NOUN	бёрд_NOUN
clark_NOUN	кларк_NOUN
burn_VERB	гореть_VERB
generation_NOUN	поколение_NOUN
issue_VERB	выпускать_VERB
where_ADV	куда_ADV
visible_ADJ	видный_ADJ
approach_NOUN	подход_NOUN
agency_NOUN	учреждение_NOUN
congress_NOUN	конгресс_NOUN
cinema_NOUN	кинотеатр_NOUN
form_VERB	сформировывать_VERB
insect_NOUN	насекомое_NOUN
simultaneously_ADV	одновременно_ADV
professional_NOUN	специалист_NOUN
watch_VERB	смотреть_VERB
europe_NOUN	европа_NOUN
guy_NOUN	ги_NOUN
annual_ADJ	ежегодный_ADJ
francis_NOUN	франциск_NOUN
originally_ADV	изначально_ADV
seven_NUM	семь_NUM
todd_NOUN	тодд_NOUN
agency_NOUN	агенств_NOUN
thoma_NOUN	томас_NOUN
norwegian_ADJ	норвежский_ADJ
colony_NOUN	колония_NOUN
fairly_ADV	справедливо_ADV
son_NOUN	сынок_NOUN
benefit_NOUN	пособие_NOUN
update_VERB	обновлять_VERB
space_NOUN	пространство_NOUN
contest_NOUN	конкурс_NOUN
way_NOUN	путь_NOUN
specify_VERB	указывать_VERB
statement_NOUN	заявление_NOUN
virtual_ADJ	виртуальный_ADJ
private_ADJ	личный_ADJ
hold_VERB	проводить_VERB
hour_NOUN	час_NOUN
split_VERB	разделять_VERB
post_NOUN	пост_NOUN
click_VERB	нажать_VERB
hungarian_ADJ	венгерский_ADJ
round_NOUN	обход_NOUN
difficulty_NOUN	сложность_NOUN
goalkeeper_NOUN	вратарь_NOUN
serbia_NOUN	сербие_NOUN
image_NOUN	имидж_NOUN
read_VERB	прочитывать_VERB
offensive_NOUN	наступление_NOUN
crisis_NOUN	кризис_NOUN
bear_NOUN	мишка_NOUN
painting_NOUN	картина_NOUN
concrete_NOUN	бетон_NOUN
load_NOUN	нагрузка_NOUN
stockholm_NOUN	стокголм_NOUN
minnesota_NOUN	миннесота_NOUN
frame_NOUN	рамка_NOUN
asian_ADJ	азиатский_ADJ
prominent_ADJ	видный_ADJ
child_NOUN	ребенок_NOUN
nomination_NOUN	назначение_NOUN
goal_NOUN	цель_NOUN
simon_NOUN	имоть_NOUN
permanent_ADJ	постоянная_ADJ
earthquake_NOUN	землетрясение_NOUN
monitoring_NOUN	контроль_NOUN
florence_NOUN	флоренс_NOUN
fighter_NOUN	боец_NOUN
extensive_ADJ	обширный_ADJ
speaker_NOUN	спикер_NOUN
championship_NOUN	чемпионат_NOUN
language_NOUN	язык_NOUN
boat_NOUN	лодка_NOUN
cargo_NOUN	груз_NOUN
molecular_ADJ	молекулярный_ADJ
comment_NOUN	комментарий_NOUN
automatically_ADV	автоматически_ADV
die_VERB	умирать_VERB
ownership_NOUN	собственность_NOUN
clothing_NOUN	одежда_NOUN
area_NOUN	район_NOUN
star_NOUN	старый_NOUN
storage_NOUN	склад_NOUN
bath_NOUN	ванная_NOUN
heat_NOUN	теплокоммуникация_NOUN
debt_NOUN	долг_NOUN
supply_NOUN	снабжение_NOUN
coat_NOUN	пальто_NOUN
dog_NOUN	пес_NOUN
draft_NOUN	проект_NOUN
last_ADJ	последний_ADJ
indianapolis_NOUN	индианаполис_NOUN
term_NOUN	условие_NOUN
install_VERB	устанавливать_VERB
tie_NOUN	ничья_NOUN
ratio_NOUN	соотношение_NOUN
federation_NOUN	федерация_NOUN
post_NOUN	должность_NOUN
president_NOUN	председатель_NOUN
expect_VERB	ожидать_VERB
action_NOUN	акция_NOUN
really_ADV	действительно_ADV
feature_NOUN	функция_NOUN
horse_NOUN	конь_NOUN
graduate_NOUN	выпускник_NOUN
mobile_ADJ	мобильный_ADJ
strip_NOUN	стрип_NOUN
guest_NOUN	гость_NOUN
announce_VERB	объявить_VERB
upload_VERB	загрузить_VERB
limit_NOUN	предел_NOUN
serbian_ADJ	сербский_ADJ
jun_NOUN	чжун_NOUN
cooperation_NOUN	сотрудничество_NOUN
apple_NOUN	яблоко_NOUN
alternative_NOUN	альтернатива_NOUN
input_NOUN	вклад_NOUN
immigrant_NOUN	иммигрант_NOUN
knight_NOUN	рыцарь_NOUN
apartment_NOUN	апартамент_NOUN
matter_NOUN	материя_NOUN
giant_ADJ	гигантский_ADJ
tax_NOUN	налог_NOUN
independence_NOUN	независимость_NOUN
technique_NOUN	техника_NOUN
academy_NOUN	академия_NOUN
award_VERB	награждать_VERB
behavior_NOUN	поведение_NOUN
environment_NOUN	окружение_NOUN
biblical_ADJ	библейский_ADJ
outcome_NOUN	итог_NOUN
luca_NOUN	лукас_NOUN
subject_NOUN	тема_NOUN
cancel_VERB	отменять_VERB
sierra_NOUN	сьерр_NOUN
joseph_NOUN	джозеф_NOUN
sentence_VERB	приговаривать_VERB
freestyle_NOUN	фристайл_NOUN
kansa_NOUN	канзас_NOUN
fall_VERB	падать_VERB
area_NOUN	область_NOUN
night_NOUN	ночь_NOUN
target_NOUN	цель_NOUN
gene_NOUN	ген_NOUN
run_VERB	бежать_VERB
shopping_NOUN	покупка_NOUN
completely_ADV	полностью_ADV
household_NOUN	домохозяйство_NOUN
selection_NOUN	подборка_NOUN
reform_NOUN	реформирование_NOUN
spouse_NOUN	супруга_NOUN
boulevard_NOUN	бульвар_NOUN
complete_ADJ	полный_ADJ
capture_VERB	захватывать_VERB
watch_VERB	наблюдать_VERB
turner_NOUN	тернер_NOUN
rider_NOUN	райдер_NOUN
magazine_NOUN	журнал_NOUN
destruction_NOUN	уничтожение_NOUN
deploy_VERB	развертывать_VERB
isolate_VERB	изолировать_VERB
originally_ADV	первоначально_ADV
area_NOUN	площадь_NOUN
austin_NOUN	остин_NOUN
layout_NOUN	макет_NOUN
decline_VERB	отклонить_VERB
resolve_VERB	разрешать_VERB
size_NOUN	размер_NOUN
education_NOUN	просвещение_NOUN
example_NOUN	пример_NOUN
notice_VERB	замечать_VERB
cap_NOUN	кап_NOUN
giant_NOUN	гигант_NOUN
design_NOUN	дизайн_NOUN
middle_ADJ	средний_ADJ
performance_NOUN	производительность_NOUN
jurisdiction_NOUN	юрисдикция_NOUN
sleep_NOUN	сон_NOUN
editor_NOUN	редактор_NOUN
taiwant_NOUN	тайвань_NOUN
mouse_NOUN	мышь_NOUN
minimum_NOUN	минимум_NOUN
fork_NOUN	вилка_NOUN
appearing_VERB	появляться_VERB
county_NOUN	графство_NOUN
strategy_NOUN	стратегия_NOUN
sand_NOUN	песок_NOUN
session_NOUN	сессия_NOUN
training_NOUN	тренинг_NOUN
